"scientificName","status","rank","Kingdom","Phylum","Class","Order","Family","Genus","PlantGenusSpecies","State","County","Latitude","Longitude","Site","Date","time","temp","hum","wind","FlowerNum","patch_size","Year","doy","Occ","logFlowerNum"
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-24,"13:40",61,52,6,750,1050,"2019",114,1,750
"Plectritis congesta (Lindl.) DC.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis","Plectritis congesta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-24,"13:40",61,52,6,750,1050,"2019",114,1,750
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:14",63,39,6,46,120,"2019",115,1,46
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:00",63,39,6,12,35,"2019",115,1,12
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:14",63,39,6,46,120,"2019",115,1,46
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:14",63,39,6,46,120,"2019",115,1,46
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:14",63,39,6,46,120,"2019",115,1,46
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:14",63,39,6,46,120,"2019",115,1,46
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:00",63,39,6,12,35,"2019",115,1,12
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Camassia quamash (Pursh) Greene","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Camassia","Camassia quamash","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:30",69,53,2,32,53,"2019",115,1,32
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Moenchia erecta (L.) G.Gaertn., G.Mey. & Scherb.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Moenchia","Moenchia erecta","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"14:15",71,48,4,46,70,"2019",115,1,46
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:00",63,39,6,12,35,"2019",115,1,12
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:00",63,39,6,12,35,"2019",115,1,12
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"12:31",69,53,2,42,90,"2019",115,1,42
"Micranthes integrifolia (Hook.) Small","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Micranthes","Micranthes integrifolia","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:00",63,39,6,12,35,"2019",115,1,12
"Myosotis discolor Pers.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis discolor","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"13:45",NA,NA,NA,21,75,"2019",115,1,21
"Myosotis discolor Pers.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis discolor","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"14:10",NA,NA,NA,32,42,"2019",115,1,32
"Moenchia erecta (L.) G.Gaertn., G.Mey. & Scherb.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Moenchia","Moenchia erecta","OR","Lane",44.056149,-123.191742,"Oxbow West",2019-04-25,"14:40",NA,NA,NA,48,60,"2019",115,1,48
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:30",64,33,4,89,159,"2019",116,1,89
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:30",64,33,4,89,159,"2019",116,1,89
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:30",64,33,4,89,159,"2019",116,1,89
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:30",64,33,4,89,159,"2019",116,1,89
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:30",64,33,4,89,159,"2019",116,1,89
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:20",71,31,1,43,90,"2019",116,1,43
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:20",71,31,1,43,90,"2019",116,1,43
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:20",71,31,1,43,90,"2019",116,1,43
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:00",71,31,1,14,25,"2019",116,1,14
"Marah oregana (Torr. & A.Gray) Howell","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah oregana","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:48",78,32,2,206,266,"2019",116,1,206
"Marah oregana (Torr. & A.Gray) Howell","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah oregana","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:10",75,27,2,215,215,"2019",116,1,215
"Marah oregana (Torr. & A.Gray) Howell","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah oregana","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:10",75,27,2,215,215,"2019",116,1,215
"Valerianella locusta (L.) Laterr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella","Valerianella locusta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:46",64,33,4,1300,3000,"2019",116,1,1300
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:00",71,31,1,14,25,"2019",116,1,14
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:13",75,27,2,12,35,"2019",116,1,12
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:13",75,27,2,12,35,"2019",116,1,12
"Lupinus bicolor Lindl.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:50",77,39,2,67,145,"2019",116,1,67
"Valerianella locusta (L.) Laterr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella","Valerianella locusta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:46",64,33,4,1300,3000,"2019",116,1,1300
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:13",75,27,2,12,35,"2019",116,1,12
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:30",64,33,4,89,159,"2019",116,1,89
"Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium dissectum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:30",64,33,4,89,159,"2019",116,1,89
"Lupinus bicolor Lindl.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:50",77,39,2,67,145,"2019",116,1,67
"Lupinus bicolor Lindl.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:50",77,39,2,67,145,"2019",116,1,67
"Marah oregana (Torr. & A.Gray) Howell","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah oregana","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:10",75,27,2,215,215,"2019",116,1,215
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:00",71,31,1,14,25,"2019",116,1,14
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:20",71,31,1,43,90,"2019",116,1,43
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:13",75,27,2,12,35,"2019",116,1,12
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:13",75,27,2,12,35,"2019",116,1,12
"Lomatium utriculatum (Nutt. ex Torr. & A.Gray) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium utriculatum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:13",75,27,2,12,35,"2019",116,1,12
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:20",71,31,1,43,90,"2019",116,1,43
"Valerianella locusta (L.) Laterr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella","Valerianella locusta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:46",64,33,4,1300,3000,"2019",116,1,1300
"Valerianella locusta (L.) Laterr.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Valerianella","Valerianella locusta","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"12:46",64,33,4,1300,3000,"2019",116,1,1300
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:20",71,31,1,43,90,"2019",116,1,43
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:20",71,31,1,43,90,"2019",116,1,43
"Myosotis discolor Pers.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis discolor","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:45",NA,NA,NA,50,76,"2019",116,1,50
"Marah oregana (Torr. & A.Gray) Howell","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah oregana","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"13:48",78,32,2,206,266,"2019",116,1,206
"Lupinus bicolor Lindl.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-04-26,"14:40",NA,NA,NA,19,28,"2019",116,1,19
"Trifolium subterraneum L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium subterraneum","OR","Benton",44.571101,-123.352349,"Bald Hill",2019-04-30,"11:12",64,29,6,300,1000,"2019",120,1,300
"Trifolium subterraneum L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium subterraneum","OR","Benton",44.571101,-123.352349,"Bald Hill",2019-04-30,"13:00",66,21,4,280,400,"2019",120,1,280
"Ranunculus parviflorus Loefl.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus parviflorus","OR","Benton",44.571101,-123.352349,"Bald Hill",2019-04-30,"11:46",65,20,6,97,300,"2019",120,1,97
"Myosotis discolor Pers.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis discolor","OR","Benton",44.571101,-123.352349,"Bald Hill",2019-04-30,"12:57",66,21,4,222,400,"2019",120,1,222
"Trifolium subterraneum L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium subterraneum","OR","Benton",44.571101,-123.352349,"Bald Hill",2019-04-30,"11:12",NA,NA,NA,300,1000,"2019",120,1,300
"Myosotis discolor Pers.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis discolor","OR","Benton",44.571101,-123.352349,"Bald Hill",2019-04-30,"11:15",NA,NA,NA,330,480,"2019",120,1,330
"Sherardia arvensis L.","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","OR","Benton",44.571101,-123.352349,"Bald Hill",2019-04-30,"11:45",NA,NA,NA,280,410,"2019",120,1,280
"Heracleum maximum W.Bartram","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-05-08,"13:09",77,36,3,50,65,"2019",128,1,50
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-05-08,"11:32",67,49,5,136,250,"2019",128,1,136
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-05-08,"11:32",67,49,5,136,250,"2019",128,1,136
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-05-08,"11:32",67,49,5,136,250,"2019",128,1,136
"Lomatium nudicaule (Nutt.) J.M.Coult. & Rose","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium","Lomatium nudicaule","OR","Marion",44.7884,-123.0188,"Jefferson Farm",2019-05-08,"12:00",73,42,6,49,65,"2019",128,1,49
