Site,Date,State,County,PlantKingdom,PlantPhylum,PlantClass,PlantOrder,PlantFamily,PlantGenus,PlantGenusSpecies,Order,MiscGroup,Family,SubFamily,Tribe,Genus,Species,SubSpecies
Oxbow West,25-Apr-19,OR,Lane,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moenchia,Moenchia erecta,,,,,,,,
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS3,Andrena MS3
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,Marah oregana,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,Marah oregana,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,Marah oregana,Hymenoptera,Anthophila,Apidae,Xylocopinae,Ceratinini,Ceratina,acantha,Ceratina acantha
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella locusta,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,MS4,Nomada MS4
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,Nomada
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,Nomada
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,Nomada
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bicolor,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella locusta,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,MS1,Dalmannia MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,ligatus,Halictus ligatus
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,MS1,Lasioglossum MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,titusi,Lasioglossum titusi
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bicolor,Diptera,,Anthomyiidae,,,,MS1,Anthomyiidae MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bicolor,Diptera,,Anthomyiidae,,,,MS1,Anthomyiidae MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,Marah oregana,Hymenoptera,Anthophila,Megachilidae,,Osmiini,Protosmia,rubifloris,Protosmia rubifloris
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,hirta,Eristalis hirta
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Syrphidae,Eristalinae,Eristalini,Eristalis,hirta,Eristalis hirta
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Diptera,,Syrphidae,Syrphinae,Paragini,Paragus,haemorrhous,Paragus haemorrhous
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Diptera,,Syrphidae,Syrphinae,Toxomerini,Toxomerus,MS1,Toxomerus MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,,Chrysididae,,,,MS2,Chrysididae MS2
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,MS1,Lasioglossum MS1
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella locusta,,,,,,,,
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella locusta,,,,,,,,
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,,,,,,,,
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,,,,,,,,
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis discolor,,,,,,,,
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,Marah oregana,,,,,,,,
Jefferson Farm,26-Apr-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus bicolor,,,,,,,,
Bald Hill,30-Apr-19,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium subterraneum,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Bald Hill,30-Apr-19,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium subterraneum,Coleoptera,,,,,,,Coleoptera
Bald Hill,30-Apr-19,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus parviflorus,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,MS1,Lasioglossum MS1
Bald Hill,30-Apr-19,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis discolor,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,olympiae,Lasioglossum olympiae
Bald Hill,30-Apr-19,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium subterraneum,,,,,,,,
Bald Hill,30-Apr-19,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis discolor,,,,,,,,
Bald Hill,30-Apr-19,OR,Benton,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,,,,,,,,
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,anisochlora,Andrena anisochlora
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS1,Andrena MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS3,Andrena MS3
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS3,Andrena MS3
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS3,Andrena MS3
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS3,Andrena MS3
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS3,Andrena MS3
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS4,Andrena MS4
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Hymenoptera,Anthophila,Andrenidae,Andreninae,Andrenini,Andrena,MS4,Andrena MS4
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Andrenidae,Panurginae,Panurgini,Perdita,,Perdita
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Hymenoptera,Anthophila,Apidae,Apinae,Apini,Apis,mellifera,Apis mellifera
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Apidae,Apinae,Bombini,Bombus,vosnesenskii,Bombus vosnesenskii
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Apidae,Nomadinae,Nomadini,Nomada,,Nomada
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Plectritis,Plectritis congesta,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Diptera,,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,major,Bombylius major
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Diptera,,Conopidae,Dalmanniinae,,Dalmannia,MS1,Dalmannia MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,tripartitus,Halictus tripartitus
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,tripartitus,Halictus tripartitus
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,tripartitus,Halictus tripartitus
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,tripartitus,Halictus tripartitus
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Halictus,tripartitus,Halictus tripartitus
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,MS1,Lasioglossum MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,MS1,Lasioglossum MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,MS1,Lasioglossum MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,MS1,Lasioglossum MS1
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Hymenoptera,Anthophila,Halictidae,Halictinae,Halictini,Lasioglossum,sisymbrii,Lasioglossum sisymbrii
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Hymenoptera,Anthophila,Megachilidae,,,Hoplitis,hypocrita,Hoplitis hypocrita
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Osmiini,Osmia,caerulescens,Osmia caerulescens
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Osmiini,Osmia,,Osmia
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Osmiini,Osmia,nemoris,Osmia nemoris
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea,Sidalcea asprella,Hymenoptera,Anthophila,Megachilidae,Megachilinae,Osmiini,Osmia,,Osmia
Jefferson Farm,08-May-19,OR,Marion,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,Diptera,,Calliphoridae,,,,MS2,Calliphoridae MS2
